Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma
1056, 2024/3/28 23:19:30, 1200.91, 28.92,21.94,19.66,--,--,--,--,--,21.90,23.51, 19.66, 28.92, 9.26, 4.824699
1057, 2024/3/28 23:19:31, 1201.92, 28.91,21.99,19.68,--,--,--,--,--,21.91,23.53, 19.68, 28.91, 9.23, 4.803043
1058, 2024/3/28 23:19:32, 1202.92, 28.94,21.98,19.72,--,--,--,--,--,21.90,23.55, 19.72, 28.94, 9.22, 4.805512
1059, 2024/3/28 23:19:33, 1203.92, 29.04,21.95,19.67,--,--,--,--,--,21.91,23.55, 19.67, 29.04, 9.37, 4.886434
1060, 2024/3/28 23:19:34, 1204.92, 29.04,21.96,19.63,--,--,--,--,--,21.91,23.54, 19.63, 29.04, 9.41, 4.900738
1061, 2024/3/28 23:19:35, 1205.92, 29.08,21.97,19.65,--,--,--,--,--,21.90,23.57, 19.65, 29.08, 9.43, 4.913579
1062, 2024/3/28 23:19:36, 1206.92, 29.10,21.99,19.67,--,--,--,--,--,21.91,23.59, 19.67, 29.10, 9.43, 4.913576
1063, 2024/3/28 23:19:37, 1207.92, 29.05,22.01,19.73,--,--,--,--,--,21.92,23.60, 19.73, 29.05, 9.32, 4.858369
1064, 2024/3/28 23:19:38, 1208.92, 28.99,21.98,19.65,--,--,--,--,--,21.90,23.54, 19.65, 28.99, 9.34, 4.861494
1065, 2024/3/28 23:19:39, 1209.93, 28.95,21.98,19.64,--,--,--,--,--,21.91,23.52, 19.64, 28.95, 9.31, 4.843082
1066, 2024/3/28 23:19:40, 1210.93, 28.95,21.98,19.55,--,--,--,--,--,21.90,23.49, 19.55, 28.95, 9.40, 4.879309
1067, 2024/3/28 23:19:41, 1211.93, 29.02,21.95,19.58,--,--,--,--,--,21.91,23.52, 19.58, 29.02, 9.44, 4.911132
1068, 2024/3/28 23:19:42, 1212.93, 29.07,21.93,19.58,--,--,--,--,--,21.90,23.53, 19.58, 29.07, 9.49, 4.942372
1069, 2024/3/28 23:19:43, 1213.93, 29.12,21.99,19.65,--,--,--,--,--,21.92,23.59, 19.65, 29.12, 9.47, 4.932772
1070, 2024/3/28 23:19:44, 1214.93, 29.16,21.95,19.63,--,--,--,--,--,21.89,23.58, 19.63, 29.16, 9.53, 4.969697
1071, 2024/3/28 23:19:45, 1215.93, 29.12,21.97,19.66,--,--,--,--,--,21.90,23.58, 19.66, 29.12, 9.46, 4.932042
1072, 2024/3/28 23:19:46, 1216.94, 29.08,21.97,19.68,--,--,--,--,--,21.91,23.58, 19.68, 29.08, 9.40, 4.901637
1073, 2024/3/28 23:19:47, 1217.94, 29.02,21.95,19.67,--,--,--,--,--,21.90,23.55, 19.67, 29.02, 9.35, 4.875204
1074, 2024/3/28 23:19:48, 1218.94, 28.98,21.96,19.66,--,--,--,--,--,21.90,23.53, 19.66, 28.98, 9.32, 4.855114
1075, 2024/3/28 23:19:49, 1219.94, 28.99,21.94,19.71,--,--,--,--,--,21.91,23.55, 19.71, 28.99, 9.28, 4.844135
1076, 2024/3/28 23:19:50, 1220.94, 29.07,21.96,19.75,--,--,--,--,--,21.90,23.59, 19.75, 29.07, 9.32, 4.869951
1077, 2024/3/28 23:19:51, 1221.94, 29.01,22.01,19.73,--,--,--,--,--,21.90,23.58, 19.73, 29.01, 9.28, 4.835924
1078, 2024/3/28 23:19:52, 1222.94, 29.01,21.93,19.79,--,--,--,--,--,21.90,23.58, 19.79, 29.01, 9.22, 4.825531
1079, 2024/3/28 23:19:53, 1223.95, 28.96,22.01,19.80,--,--,--,--,--,21.91,23.59, 19.80, 28.96, 9.16, 4.780031
1080, 2024/3/28 23:19:54, 1224.95, 28.87,21.99,19.81,--,--,--,--,--,21.90,23.56, 19.81, 28.87, 9.06, 4.728818
1081, 2024/3/28 23:19:55, 1225.95, 28.87,21.95,19.85,--,--,--,--,--,21.90,23.56, 19.85, 28.87, 9.02, 4.719759
1082, 2024/3/28 23:19:56, 1226.95, 28.83,22.01,19.87,--,--,--,--,--,21.90,23.57, 19.87, 28.83, 8.96, 4.679273
1083, 2024/3/28 23:19:57, 1227.95, 28.90,22.00,19.84,--,--,--,--,--,21.90,23.58, 19.84, 28.90, 9.06, 4.732144
1084, 2024/3/28 23:19:58, 1228.95, 28.93,21.98,19.78,--,--,--,--,--,21.90,23.56, 19.78, 28.93, 9.15, 4.776070
1085, 2024/3/28 23:19:59, 1229.95, 28.92,22.00,19.81,--,--,--,--,--,21.91,23.58, 19.81, 28.92, 9.11, 4.755252
1086, 2024/3/28 23:20:00, 1230.96, 28.92,21.96,19.80,--,--,--,--,--,21.91,23.56, 19.80, 28.92, 9.12, 4.765878
1087, 2024/3/28 23:20:01, 1231.96, 28.90,21.98,19.87,--,--,--,--,--,21.91,23.58, 19.87, 28.90, 9.03, 4.723687
1088, 2024/3/28 23:20:02, 1232.96, 28.85,22.00,19.85,--,--,--,--,--,21.90,23.57, 19.85, 28.85, 9.00, 4.700089
1089, 2024/3/28 23:20:03, 1233.96, 28.83,21.98,19.81,--,--,--,--,--,21.91,23.54, 19.81, 28.83, 9.02, 4.708004
1090, 2024/3/28 23:20:04, 1234.96, 28.79,21.97,19.79,--,--,--,--,--,21.89,23.52, 19.79, 28.79, 9.00, 4.695118
1091, 2024/3/28 23:20:05, 1235.96, 28.82,21.97,19.74,--,--,--,--,--,21.90,23.51, 19.74, 28.82, 9.08, 4.731842
1092, 2024/3/28 23:20:06, 1236.96, 28.77,22.04,19.75,--,--,--,--,--,21.91,23.52, 19.75, 28.77, 9.02, 4.688593
1093, 2024/3/28 23:20:07, 1237.97, 28.76,22.01,19.80,--,--,--,--,--,21.90,23.52, 19.80, 28.76, 8.96, 4.667768
1094, 2024/3/28 23:20:08, 1238.97, 28.77,22.00,19.82,--,--,--,--,--,21.90,23.53, 19.82, 28.77, 8.95, 4.667046
1095, 2024/3/28 23:20:09, 1239.97, 28.79,22.02,19.80,--,--,--,--,--,21.91,23.54, 19.80, 28.79, 8.99, 4.682973
1096, 2024/3/28 23:20:10, 1240.97, 28.76,22.01,19.80,--,--,--,--,--,21.90,23.52, 19.80, 28.76, 8.96, 4.667768
1097, 2024/3/28 23:20:11, 1241.97, 28.74,21.97,19.79,--,--,--,--,--,21.90,23.50, 19.79, 28.74, 8.95, 4.667045
1098, 2024/3/28 23:20:12, 1242.97, 28.73,22.00,19.79,--,--,--,--,--,21.90,23.51, 19.79, 28.73, 8.94, 4.656548
1099, 2024/3/28 23:20:13, 1243.97, 28.71,22.01,19.75,--,--,--,--,--,21.89,23.49, 19.75, 28.71, 8.96, 4.659742
1100, 2024/3/28 23:20:14, 1244.97, 28.73,21.99,19.78,--,--,--,--,--,21.90,23.50, 19.78, 28.73, 8.95, 4.662157
1101, 2024/3/28 23:20:15, 1245.98, 28.70,22.04,19.80,--,--,--,--,--,21.91,23.51, 19.80, 28.70, 8.90, 4.629314
1102, 2024/3/28 23:20:16, 1246.98, 28.70,22.02,19.80,--,--,--,--,--,21.91,23.51, 19.80, 28.70, 8.90, 4.632511
1103, 2024/3/28 23:20:17, 1247.98, 28.67,21.98,19.78,--,--,--,--,--,21.90,23.48, 19.78, 28.67, 8.89, 4.630124
1104, 2024/3/28 23:20:18, 1248.98, 28.71,22.00,19.80,--,--,--,--,--,21.91,23.50, 19.80, 28.71, 8.91, 4.641339
1105, 2024/3/28 23:20:19, 1249.98, 28.70,22.02,19.76,--,--,--,--,--,21.90,23.49, 19.76, 28.70, 8.94, 4.648543
1106, 2024/3/28 23:20:20, 1250.98, 28.72,21.99,19.74,--,--,--,--,--,21.91,23.48, 19.74, 28.72, 8.98, 4.672542
1107, 2024/3/28 23:20:21, 1251.98, 28.70,21.96,19.76,--,--,--,--,--,21.90,23.47, 19.76, 28.70, 8.94, 4.658169
1108, 2024/3/28 23:20:22, 1252.99, 28.69,21.99,19.80,--,--,--,--,--,21.91,23.49, 19.80, 28.69, 8.89, 4.631744
1109, 2024/3/28 23:20:23, 1253.99, 28.72,21.95,19.72,--,--,--,--,--,21.90,23.46, 19.72, 28.72, 9.00, 4.686965
1110, 2024/3/28 23:20:24, 1254.99, 28.69,22.01,19.80,--,--,--,--,--,21.92,23.50, 19.80, 28.69, 8.89, 4.628512
1111, 2024/3/28 23:20:25, 1255.99, 28.68,22.01,19.77,--,--,--,--,--,21.90,23.49, 19.77, 28.68, 8.91, 4.634915
1112, 2024/3/28 23:20:26, 1256.99, 28.71,22.00,19.72,--,--,--,--,--,21.90,23.48, 19.72, 28.71, 8.99, 4.673375
1113, 2024/3/28 23:20:27, 1257.99, 28.78,22.01,19.71,--,--,--,--,--,21.90,23.50, 19.71, 28.78, 9.07, 4.715011
1114, 2024/3/28 23:20:28, 1258.99, 28.84,22.00,19.76,--,--,--,--,--,21.90,23.53, 19.76, 28.84, 9.08, 4.730215
1115, 2024/3/28 23:20:29, 1260.00, 28.86,22.02,19.77,--,--,--,--,--,21.91,23.55, 19.77, 28.86, 9.09, 4.734207
1116, 2024/3/28 23:20:30, 1261.00, 28.84,21.98,19.77,--,--,--,--,--,21.91,23.53, 19.77, 28.84, 9.07, 4.729492
1117, 2024/3/28 23:20:31, 1262.00, 28.79,22.01,19.76,--,--,--,--,--,21.90,23.52, 19.76, 28.79, 9.03, 4.700564
1118, 2024/3/28 23:20:32, 1263.00, 28.80,22.02,19.77,--,--,--,--,--,21.90,23.53, 19.77, 28.80, 9.03, 4.700562
1119, 2024/3/28 23:20:33, 1264.00, 28.76,22.00,19.78,--,--,--,--,--,21.89,23.51, 19.78, 28.76, 8.98, 4.677364
1120, 2024/3/28 23:20:34, 1265.00, 28.81,21.98,19.77,--,--,--,--,--,21.90,23.52, 19.77, 28.81, 9.04, 4.712652
1121, 2024/3/28 23:20:35, 1266.00, 28.77,22.03,19.72,--,--,--,--,--,21.89,23.51, 19.72, 28.77, 9.05, 4.702239
1122, 2024/3/28 23:20:36, 1267.01, 28.76,22.01,19.73,--,--,--,--,--,21.90,23.50, 19.73, 28.76, 9.03, 4.695777
1123, 2024/3/28 23:20:37, 1268.01, 28.83,22.01,19.78,--,--,--,--,--,21.91,23.54, 19.78, 28.83, 9.05, 4.715007
1124, 2024/3/28 23:20:38, 1269.01, 28.83,21.97,19.75,--,--,--,--,--,21.90,23.52, 19.75, 28.83, 9.08, 4.733469
1125, 2024/3/28 23:20:39, 1270.01, 28.88,21.98,19.73,--,--,--,--,--,21.89,23.53, 19.73, 28.88, 9.15, 4.767860
1126, 2024/3/28 23:20:40, 1271.01, 28.92,21.97,19.73,--,--,--,--,--,21.90,23.54, 19.73, 28.92, 9.19, 4.791942
1127, 2024/3/28 23:20:41, 1272.01, 28.93,22.01,19.76,--,--,--,--,--,21.91,23.57, 19.76, 28.93, 9.17, 4.779085
1128, 2024/3/28 23:20:42, 1273.01, 28.96,22.03,19.76,--,--,--,--,--,21.89,23.58, 19.76, 28.96, 9.20, 4.792662
1129, 2024/3/28 23:20:43, 1274.02, 28.95,22.04,19.79,--,--,--,--,--,21.90,23.59, 19.79, 28.95, 9.16, 4.773471
1130, 2024/3/28 23:20:44, 1275.02, 28.97,22.01,19.83,--,--,--,--,--,21.90,23.60, 19.83, 28.97, 9.14, 4.773776
1131, 2024/3/28 23:20:45, 1276.02, 28.97,22.03,19.90,--,--,--,--,--,21.90,23.63, 19.90, 28.97, 9.07, 4.742808
1132, 2024/3/28 23:20:46, 1277.02, 28.97,21.99,19.98,--,--,--,--,--,21.91,23.65, 19.98, 28.97, 8.99, 4.718414
1133, 2024/3/28 23:20:47, 1278.02, 28.96,22.00,19.96,--,--,--,--,--,21.89,23.64, 19.96, 28.96, 9.00, 4.718811
1134, 2024/3/28 23:20:48, 1279.02, 29.03,22.03,19.93,--,--,--,--,--,21.91,23.66, 19.93, 29.03, 9.10, 4.764803
1135, 2024/3/28 23:20:49, 1280.02, 29.07,22.00,19.83,--,--,--,--,--,21.89,23.63, 19.83, 29.07, 9.24, 4.831689
1136, 2024/3/28 23:20:50, 1281.02, 29.09,22.01,19.76,--,--,--,--,--,21.89,23.62, 19.76, 29.09, 9.33, 4.868911
1137, 2024/3/28 23:20:51, 1282.03, 29.09,22.06,19.70,--,--,--,--,--,21.91,23.62, 19.70, 29.09, 9.39, 4.884713
1138, 2024/3/28 23:20:52, 1283.03, 29.09,22.05,19.63,--,--,--,--,--,21.90,23.59, 19.63, 29.09, 9.46, 4.914426
1139, 2024/3/28 23:20:53, 1284.03, 29.07,22.07,19.60,--,--,--,--,--,21.91,23.58, 19.60, 29.07, 9.47, 4.912260
1140, 2024/3/28 23:20:54, 1285.03, 29.09,22.05,19.60,--,--,--,--,--,21.91,23.58, 19.60, 29.09, 9.49, 4.926528
1141, 2024/3/28 23:20:55, 1286.03, 29.10,22.00,19.54,--,--,--,--,--,21.89,23.55, 19.54, 29.10, 9.56, 4.964124
1142, 2024/3/28 23:20:56, 1287.03, 29.09,22.04,19.58,--,--,--,--,--,21.90,23.57, 19.58, 29.09, 9.51, 4.936161
1143, 2024/3/28 23:20:57, 1288.03, 29.04,22.03,19.60,--,--,--,--,--,21.89,23.56, 19.60, 29.04, 9.44, 4.901676
1144, 2024/3/28 23:20:58, 1289.04, 29.06,22.01,19.64,--,--,--,--,--,21.89,23.57, 19.64, 29.06, 9.42, 4.899930
1145, 2024/3/28 23:20:59, 1290.04, 29.06,22.08,19.64,--,--,--,--,--,21.90,23.59, 19.64, 29.06, 9.42, 4.888941
1146, 2024/3/28 23:21:00, 1291.04, 29.01,22.02,19.69,--,--,--,--,--,21.89,23.57, 19.69, 29.01, 9.32, 4.850283
1147, 2024/3/28 23:21:01, 1292.04, 28.94,22.01,19.64,--,--,--,--,--,21.89,23.53, 19.64, 28.94, 9.30, 4.832733
1148, 2024/3/28 23:21:02, 1293.04, 28.96,22.05,19.69,--,--,--,--,--,21.90,23.57, 19.69, 28.96, 9.27, 4.817510
1149, 2024/3/28 23:21:03, 1294.04, 28.95,22.05,19.69,--,--,--,--,--,21.89,23.56, 19.69, 28.95, 9.26, 4.811914
1150, 2024/3/28 23:21:04, 1295.04, 28.96,22.01,19.74,--,--,--,--,--,21.89,23.57, 19.74, 28.96, 9.22, 4.803883
1151, 2024/3/28 23:21:05, 1296.05, 28.95,22.03,19.76,--,--,--,--,--,21.90,23.58, 19.76, 28.95, 9.19, 4.787055
1152, 2024/3/28 23:21:06, 1297.05, 28.96,21.98,19.75,--,--,--,--,--,21.90,23.56, 19.75, 28.96, 9.21, 4.804812
1153, 2024/3/28 23:21:07, 1298.05, 28.97,22.00,19.82,--,--,--,--,--,21.90,23.60, 19.82, 28.97, 9.15, 4.779397
1154, 2024/3/28 23:21:08, 1299.05, 28.95,22.02,19.84,--,--,--,--,--,21.90,23.60, 19.84, 28.95, 9.11, 4.756915
1155, 2024/3/28 23:21:09, 1300.05, 28.94,22.02,19.78,--,--,--,--,--,21.90,23.58, 19.78, 28.94, 9.16, 4.775101
1156, 2024/3/28 23:21:10, 1301.05, 29.01,22.04,19.66,--,--,--,--,--,21.90,23.57, 19.66, 29.01, 9.35, 4.859147
1157, 2024/3/28 23:21:11, 1302.05, 29.02,22.06,19.60,--,--,--,--,--,21.90,23.56, 19.60, 29.02, 9.42, 4.885856
1158, 2024/3/28 23:21:12, 1303.06, 29.03,22.04,19.61,--,--,--,--,--,21.90,23.56, 19.61, 29.03, 9.42, 4.890491
1159, 2024/3/28 23:21:13, 1304.06, 28.99,22.03,19.65,--,--,--,--,--,21.90,23.56, 19.65, 28.99, 9.34, 4.853549
1160, 2024/3/28 23:21:14, 1305.06, 29.01,22.03,19.68,--,--,--,--,--,21.91,23.57, 19.68, 29.01, 9.33, 4.852694
1161, 2024/3/28 23:21:15, 1306.06, 29.04,22.02,19.69,--,--,--,--,--,21.90,23.58, 19.69, 29.04, 9.35, 4.867097
1162, 2024/3/28 23:21:16, 1307.06, 28.98,22.04,19.76,--,--,--,--,--,21.90,23.59, 19.76, 28.98, 9.22, 4.802263
1163, 2024/3/28 23:21:17, 1308.06, 28.98,22.02,19.73,--,--,--,--,--,21.90,23.58, 19.73, 28.98, 9.25, 4.817473
1164, 2024/3/28 23:21:18, 1309.06, 28.99,22.03,19.68,--,--,--,--,--,21.89,23.57, 19.68, 28.99, 9.31, 4.841490
1165, 2024/3/28 23:21:19, 1310.07, 28.95,22.08,19.56,--,--,--,--,--,21.90,23.53, 19.56, 28.95, 9.39, 4.860031
1166, 2024/3/28 23:21:20, 1311.07, 28.99,22.07,19.46,--,--,--,--,--,21.90,23.51, 19.46, 28.99, 9.53, 4.924759
1167, 2024/3/28 23:21:21, 1312.07, 28.97,22.03,19.47,--,--,--,--,--,21.89,23.49, 19.47, 28.97, 9.50, 4.915404
1168, 2024/3/28 23:21:22, 1313.07, 29.03,22.04,19.53,--,--,--,--,--,21.90,23.53, 19.53, 29.03, 9.50, 4.922910
1169, 2024/3/28 23:21:23, 1314.07, 29.03,22.03,19.53,--,--,--,--,--,21.90,23.53, 19.53, 29.03, 9.50, 4.924430
1170, 2024/3/28 23:21:24, 1315.07, 29.02,22.03,19.56,--,--,--,--,--,21.90,23.54, 19.56, 29.02, 9.46, 4.906671
1171, 2024/3/28 23:21:25, 1316.07, 29.04,22.02,19.55,--,--,--,--,--,21.90,23.54, 19.55, 29.04, 9.49, 4.923440
1172, 2024/3/28 23:21:26, 1317.07, 29.00,22.02,19.61,--,--,--,--,--,21.90,23.54, 19.61, 29.00, 9.39, 4.876826
1173, 2024/3/28 23:21:27, 1318.08, 28.94,22.04,19.65,--,--,--,--,--,21.90,23.54, 19.65, 28.94, 9.29, 4.824006
1174, 2024/3/28 23:21:28, 1319.08, 28.95,22.05,19.67,--,--,--,--,--,21.90,23.56, 19.67, 28.95, 9.28, 4.819972
1175, 2024/3/28 23:21:29, 1320.08, 28.94,22.00,19.68,--,--,--,--,--,21.89,23.54, 19.68, 28.94, 9.26, 4.818256
1176, 2024/3/28 23:21:30, 1321.08, 28.96,22.06,19.70,--,--,--,--,--,21.89,23.57, 19.70, 28.96, 9.26, 4.811914
1177, 2024/3/28 23:21:31, 1322.08, 28.99,22.04,19.71,--,--,--,--,--,21.90,23.58, 19.71, 28.99, 9.28, 4.827868
1178, 2024/3/28 23:21:32, 1323.08, 29.02,22.06,19.71,--,--,--,--,--,21.91,23.60, 19.71, 29.02, 9.31, 4.841491
1179, 2024/3/28 23:21:33, 1324.08, 28.95,22.06,19.69,--,--,--,--,--,21.89,23.57, 19.69, 28.95, 9.26, 4.810346
1180, 2024/3/28 23:21:34, 1325.09, 28.98,22.02,19.72,--,--,--,--,--,21.90,23.57, 19.72, 28.98, 9.26, 4.821468
1181, 2024/3/28 23:21:35, 1326.09, 28.95,22.04,19.70,--,--,--,--,--,21.89,23.56, 19.70, 28.95, 9.25, 4.809472
1182, 2024/3/28 23:21:36, 1327.09, 28.93,22.03,19.68,--,--,--,--,--,21.89,23.55, 19.68, 28.93, 9.25, 4.807893
1183, 2024/3/28 23:21:37, 1328.09, 28.91,22.04,19.72,--,--,--,--,--,21.90,23.56, 19.72, 28.91, 9.19, 4.779041
1184, 2024/3/28 23:21:38, 1329.09, 28.93,22.01,19.76,--,--,--,--,--,21.90,23.57, 19.76, 28.93, 9.17, 4.779085
1185, 2024/3/28 23:21:39, 1330.09, 28.90,22.01,19.73,--,--,--,--,--,21.90,23.55, 19.73, 28.90, 9.17, 4.774226
1186, 2024/3/28 23:21:40, 1331.09, 28.93,22.03,19.72,--,--,--,--,--,21.89,23.56, 19.72, 28.93, 9.21, 4.791839
1187, 2024/3/28 23:21:41, 1332.10, 28.98,22.07,19.66,--,--,--,--,--,21.90,23.57, 19.66, 28.98, 9.32, 4.837677
1188, 2024/3/28 23:21:42, 1333.10, 28.96,22.03,19.67,--,--,--,--,--,21.89,23.55, 19.67, 28.96, 9.29, 4.828707
1189, 2024/3/28 23:21:43, 1334.10, 29.01,22.05,19.65,--,--,--,--,--,21.90,23.57, 19.65, 29.01, 9.36, 4.861607
1190, 2024/3/28 23:21:44, 1335.10, 28.93,22.07,19.63,--,--,--,--,--,21.89,23.54, 19.63, 28.93, 9.30, 4.821883
1191, 2024/3/28 23:21:45, 1336.10, 28.98,22.09,19.70,--,--,--,--,--,21.91,23.59, 19.70, 28.98, 9.28, 4.818413
1192, 2024/3/28 23:21:46, 1337.10, 28.99,22.11,19.69,--,--,--,--,--,21.90,23.60, 19.69, 28.99, 9.30, 4.824948
1193, 2024/3/28 23:21:47, 1338.10, 28.92,22.08,19.71,--,--,--,--,--,21.89,23.57, 19.71, 28.92, 9.21, 4.782374
1194, 2024/3/28 23:21:48, 1339.11, 28.96,22.07,19.73,--,--,--,--,--,21.89,23.59, 19.73, 28.96, 9.23, 4.798273
1195, 2024/3/28 23:21:49, 1340.11, 28.91,22.08,19.72,--,--,--,--,--,21.89,23.57, 19.72, 28.91, 9.19, 4.772746
1196, 2024/3/28 23:21:50, 1341.11, 28.92,22.06,19.72,--,--,--,--,--,21.90,23.57, 19.72, 28.92, 9.20, 4.781479
1197, 2024/3/28 23:21:51, 1342.11, 28.90,22.09,19.73,--,--,--,--,--,21.89,23.57, 19.73, 28.90, 9.17, 4.761558
1198, 2024/3/28 23:21:52, 1343.11, 28.83,22.07,19.73,--,--,--,--,--,21.89,23.54, 19.73, 28.83, 9.10, 4.725520
1199, 2024/3/28 23:21:53, 1344.11, 28.83,22.08,19.73,--,--,--,--,--,21.89,23.55, 19.73, 28.83, 9.10, 4.723964
1200, 2024/3/28 23:21:54, 1345.11, 28.84,22.08,19.77,--,--,--,--,--,21.88,23.56, 19.77, 28.84, 9.07, 4.713430
1201, 2024/3/28 23:21:55, 1346.12, 28.93,22.12,19.77,--,--,--,--,--,21.90,23.61, 19.77, 28.93, 9.16, 4.757524
1202, 2024/3/28 23:21:56, 1347.12, 28.91,22.08,19.76,--,--,--,--,--,21.90,23.58, 19.76, 28.91, 9.15, 4.756641
1203, 2024/3/28 23:21:57, 1348.12, 28.96,22.06,19.69,--,--,--,--,--,21.90,23.57, 19.69, 28.96, 9.27, 4.815940
1204, 2024/3/28 23:21:58, 1349.12, 28.94,22.07,19.68,--,--,--,--,--,21.90,23.56, 19.68, 28.94, 9.26, 4.807227
1205, 2024/3/28 23:21:59, 1350.12, 28.95,22.11,19.66,--,--,--,--,--,21.90,23.57, 19.66, 28.95, 9.29, 4.814772
1206, 2024/3/28 23:22:00, 1351.12, 28.98,22.10,19.62,--,--,--,--,--,21.89,23.57, 19.62, 28.98, 9.36, 4.849302
1207, 2024/3/28 23:22:01, 1352.12, 28.93,22.10,19.66,--,--,--,--,--,21.90,23.56, 19.66, 28.93, 9.27, 4.805127
1208, 2024/3/28 23:22:02, 1353.12, 28.94,22.09,19.65,--,--,--,--,--,21.88,23.56, 19.65, 28.94, 9.29, 4.816296
1209, 2024/3/28 23:22:03, 1354.13, 28.90,22.10,19.67,--,--,--,--,--,21.89,23.56, 19.67, 28.90, 9.23, 4.784309
1210, 2024/3/28 23:22:04, 1355.13, 28.90,22.07,19.65,--,--,--,--,--,21.89,23.54, 19.65, 28.90, 9.25, 4.797010
1211, 2024/3/28 23:22:05, 1356.13, 28.93,22.09,19.69,--,--,--,--,--,21.89,23.57, 19.69, 28.93, 9.24, 4.794497
1212, 2024/3/28 23:22:06, 1357.13, 28.91,22.09,19.67,--,--,--,--,--,21.88,23.56, 19.67, 28.91, 9.24, 4.791423
1213, 2024/3/28 23:22:07, 1358.13, 28.87,22.10,19.73,--,--,--,--,--,21.90,23.57, 19.73, 28.87, 9.14, 4.743229
1214, 2024/3/28 23:22:08, 1359.13, 28.86,22.11,19.70,--,--,--,--,--,21.90,23.56, 19.70, 28.86, 9.16, 4.748267
1215, 2024/3/28 23:22:09, 1360.13, 28.92,22.14,19.68,--,--,--,--,--,21.90,23.58, 19.68, 28.92, 9.24, 4.785351
1216, 2024/3/28 23:22:10, 1361.14, 28.89,22.07,19.70,--,--,--,--,--,21.89,23.55, 19.70, 28.89, 9.19, 4.771189
1217, 2024/3/28 23:22:11, 1362.14, 28.86,22.09,19.75,--,--,--,--,--,21.89,23.57, 19.75, 28.86, 9.11, 4.731115
1218, 2024/3/28 23:22:12, 1363.14, 28.93,22.07,19.77,--,--,--,--,--,21.89,23.59, 19.77, 28.93, 9.16, 4.765419
1219, 2024/3/28 23:22:13, 1364.14, 28.96,22.13,19.83,--,--,--,--,--,21.90,23.64, 19.83, 28.96, 9.13, 4.748609
1220, 2024/3/28 23:22:14, 1365.14, 28.98,22.11,19.87,--,--,--,--,--,21.90,23.65, 19.87, 28.98, 9.11, 4.747044
1221, 2024/3/28 23:22:15, 1366.14, 28.99,22.08,19.80,--,--,--,--,--,21.89,23.62, 19.80, 28.99, 9.19, 4.785441
1222, 2024/3/28 23:22:16, 1367.14, 29.00,22.07,19.71,--,--,--,--,--,21.88,23.59, 19.71, 29.00, 9.29, 4.828711
1223, 2024/3/28 23:22:17, 1368.15, 29.01,22.07,19.63,--,--,--,--,--,21.89,23.57, 19.63, 29.01, 9.38, 4.866582
1224, 2024/3/28 23:22:18, 1369.15, 29.00,22.08,19.65,--,--,--,--,--,21.90,23.58, 19.65, 29.00, 9.35, 4.851355
1225, 2024/3/28 23:22:19, 1370.15, 29.00,22.10,19.67,--,--,--,--,--,21.89,23.59, 19.67, 29.00, 9.33, 4.840175
1226, 2024/3/28 23:22:20, 1371.15, 28.97,22.10,19.71,--,--,--,--,--,21.89,23.59, 19.71, 28.97, 9.26, 4.807227
1227, 2024/3/28 23:22:21, 1372.15, 28.94,22.10,19.72,--,--,--,--,--,21.88,23.59, 19.72, 28.94, 9.22, 4.786411
1228, 2024/3/28 23:22:22, 1373.15, 28.98,22.11,19.78,--,--,--,--,--,21.91,23.62, 19.78, 28.98, 9.20, 4.783056
1229, 2024/3/28 23:22:23, 1374.15, 28.98,22.14,19.79,--,--,--,--,--,21.89,23.64, 19.79, 28.98, 9.19, 4.774310
1230, 2024/3/28 23:22:24, 1375.16, 29.01,22.10,19.73,--,--,--,--,--,21.89,23.61, 19.73, 29.01, 9.28, 4.821540
1231, 2024/3/28 23:22:25, 1376.16, 28.99,22.09,19.75,--,--,--,--,--,21.88,23.61, 19.75, 28.99, 9.24, 4.803874
1232, 2024/3/28 23:22:26, 1377.16, 29.06,22.09,19.77,--,--,--,--,--,21.89,23.64, 19.77, 29.06, 9.29, 4.835069
1233, 2024/3/28 23:22:27, 1378.16, 29.06,22.10,19.74,--,--,--,--,--,21.90,23.63, 19.74, 29.06, 9.32, 4.845507
1234, 2024/3/28 23:22:28, 1379.16, 29.03,22.10,19.70,--,--,--,--,--,21.89,23.61, 19.70, 29.03, 9.33, 4.844822
1235, 2024/3/28 23:22:29, 1380.16, 29.02,22.08,19.71,--,--,--,--,--,21.89,23.60, 19.71, 29.02, 9.31, 4.838329
1236, 2024/3/28 23:22:30, 1381.16, 28.99,22.10,19.74,--,--,--,--,--,21.90,23.61, 19.74, 28.99, 9.25, 4.806320
1237, 2024/3/28 23:22:31, 1382.17, 28.94,22.08,19.71,--,--,--,--,--,21.89,23.58, 19.71, 28.94, 9.23, 4.793562
1238, 2024/3/28 23:22:32, 1383.17, 28.92,22.12,19.68,--,--,--,--,--,21.89,23.57, 19.68, 28.92, 9.24, 4.788373
1239, 2024/3/28 23:22:33, 1384.17, 29.04,22.09,19.65,--,--,--,--,--,21.90,23.59, 19.65, 29.04, 9.39, 4.872171
1240, 2024/3/28 23:22:34, 1385.17, 29.00,22.11,19.65,--,--,--,--,--,21.89,23.59, 19.65, 29.00, 9.35, 4.846755
